word,meaning,commentary,example,example_meaning,Wordtype
unreal,非現実的な,"実体のない;非現実的な,架空の 
信じられぬほどすばらしい",His concert was unreal.,彼のコンサートは最高だった。,TSL
unsure,"確信がない, 不確かな; 信頼できない.","不安定な,不確実な",I am utterly unsure of myself.,自分にまったく自信が持てません,TSL
unused,未使用,"使用していない 
《補語にのみ用いて》(…に)慣れていない《+to+名(doing)》",she was delicate and refined and unused to hardship,彼女は繊細で、洗練されていて、困難に慣れていなかった,TSL
unusually,異常,"【副】異常に；一風変わって 
《話》非常に,ひどく","This autumn I am, unusually, watching many drama series.",この秋は、珍しくドラマをたくさん見ている。,TSL
whoever,誰でも,"《名詞節を導く関係代名詞》(先行詞を含む)…『する[ところの]だれでも』 
《譲歩節を導く関係代名詞》『だれが…でも』 
《疑問代名詞whoの強調形》《話》『いったいだれが』",Whoever comes will be welcome.,来る人は誰でも歓迎されます。,TSL
willingness,意欲,喜んですること;(…喜んで)(…する)気持ち《+to do》,Dick showed a willingness to help us.,ディックは私たちを喜んで助けようとする様子を見せた。,TSL
windy,風の強い；強い風の吹く；中身のない; 大げさな.,"『風の吹く』,風の強い 
風の当たる,風を受ける 
内容のない,空虚な;おしゃべりな,口数の多い 
《おもに英俗》びくびくした,おびえた",It's a windy day.,風の強い日です。,TSL
yearly,毎年,"『年1回の』;毎年の 
1年間の,年間の 
年1回,毎年","Allotment gardens (Klein Garten): Seventeen land parcels, yearly rent
",クラインガルテン（17区画/年間契約）,TSL
accent,特徴的な発音；なまり；強勢；強調点；強調する,"〈C〉〈U〉『アクセント』,『強勢』;アクセント記号 
〈C〉(言葉の)なまり 
《複数形で》『口調』,音調(tone) 
〈C〉〈U〉強調,重視 
…‘に'アクセントをおく;…‘に'アクセント符号をつける 
…'を'強調する,目立たせる",She speaks English with a foreign accent.,彼女は外国なまりのある英語を話す。,TSL
accessible,入手できる；手が届く；行ける,"(またget-at-able)近づきやすい,入りやすい,達しうる 
《補語にのみ用いて》(感情などに)動かされやすい,(…の)影響を受けやすい《+『to』+『名』》",She is readily accessible to flattery.,彼女はすぐにお世辞に乗りやすい。,TSL
accordingly,それに応じて,"『従って』,それだから,それゆえ(therefore) 
『それに応じて』,適宜に",You must judge the situation and act accordingly.,状況を判断してそれに応じて行動しなければならない。,TSL
actively,積極的に,活発に;積極的に,We actively support work in other regions.,われわれが地域の方々に積極的に活動の支援を行います,TSL
adapter,アダプタ；脚色家,"改作者,翻案者 
(電気・機械の)調整器(装置),アダプター","Do you have a voltage adapter?
","変圧 器 は あり ます か 。
",TSL
advisable,【形】 勧められる；得策の；賢明な,"勧めることができる,得策の",It is advisable for a man or woman to acquire an accomplishment.,男でも女でも、何か一つの技術を身につけることが望ましい。,TSL
advisor,顧問,"忠告者,助言者;顧問 
《米》(大学の)新入生指導教師",The company engaged him as an advisor.,会社は彼を顧問として雇った。,TSL
advisory,顧問の、忠告の,"勧告の,忠告の;諮問の","But he became serious and in an advisory manner told me not to make many complaints about the school.
","あと から 真面目 （ まじめ ） に なっ て 、 君 あまり 学校 の 不平 を 云う と 、 いかん ぜ 。
",TSL
amuse,楽しませます,"(…で)〈人,自分自身〉'を'『楽しませる』,おかしがらせる《+『名』+『with』+『名』/+『名』+『by』 do『ing』》",He amused us with a funny story.,彼はおもしろい話で私達を楽しませた。,TSL
announcer,アナウンサー,"知らせる人,告知者 
(ラジオ・テレビの)『アナウンサー』",The mother of that child is an announcer.,あの子のお母さんはアナウンサーです。,TSL
annoy,いらいらさせます,"《しばしば受動態で》〈物事が〉…'を'『困らせる』,悩ませる,いらいらさせる",I'm annoyed at his selfishness.,彼のわがままにも困ったものだ。,TSL
apple,林檎,『リンゴ』;リンゴの木,The orchardist grafted an apple bud onto the rootstock.,果樹栽培者がリンゴの接ぎ穂を台木に接ぎ木しました。,TSL
appreciation,感謝,"〈U〉(…を)『正しく認識すること』,(…の)識別,評価《+『of』+『名』》 
〈U〉《時にan~》(文学・芸術などの)理解,鑑賞;批評,論評《+『of』+『名』》 
〈U〉(…に対する)感謝《+『for』+『名』》 
〈U〉《時にa~》(価格の)騰貴","A smile may convey understanding, joy, or an appreciation of humor.",微笑みは、理解、喜び、あるいはユーモアを解したことを伝えることが出来る。,TSL
asleep,【形】眠って；永眠して；しびれて,"『眠って』;永眠して 
〈手足などが〉しびれて","""I fell asleep?"" ""Totally."" ""Really?"" ""You were very restless, did you have a scary dream?""",「寝てた？」「爆睡」「そ、そうか？」「なんかうなされてたよ。怖い夢でも見てた？」,TSL
assurance,保証,"〈C〉『保証』,請け合い 
〈U〉『確信』,自信 
〈U〉《英》保険(insurance)",OK. I'm just next door so if you can get that assurance let me know.,ＯＫ。隣にいるから、言質とれたら教えて。,TSL
attendant,係員,"『付き添いの』;付随する 
出席の,列席している 
『付き添い人』,随行者,お共 
出席者 
案内係,(ホテル・店などの)従業員,店員",Location check: The parties involved themselves or their attendants should look over the place for the miai meeting in advance.,場所の確認：見合いの場所を本人か付き添い人が下見をしておきましょう。,TSL
attendee,出席者,【名/C】《会議などの》出席者,"As the attendees of the DTA General Meeting will be offered the block rate, when you reserve Marriott Hotel for me, please notify them that I will attend it.",ＤＴＡ総会の出席者は特別料金で宿泊できるので、マリオットホテルを予約する際は、私が会議出席者だと伝えて下さい。,TSL
authority,権限,"〈U〉(地位の持つ,また職能上与えられた)『権威』,『権力』,権限,権能 
〈C〉『権力者』,権限者;《複数形で》『当局』,その筋,官庁 
〈C〉(情報・助言などの)信頼すべき筋,信頼できる根拠;典拠 
〈C〉(その道の)大家,権威(expert)《+『on』+『名』》",The school authorities started to take action at their request.,彼らの要請に応じて学校側が動き出した。,TSL
automatic,自動の；無意識の,"『自動の』,自動装置(機械)の 
(行動などが)『無意識の』,機械的な 
(銃砲が)自動式の 
自動機械 
自動式ライフル(ピストル)",List data can easily be totalled using the automatic sum function.,リストのデータは、自動集計機能を使って簡単に集計することができます。,TSL
availability,可用性,"利用できること,有用性,利用価値",He checks the price and availability of the product.,彼が商品の価格・在庫をチェックする,TSL
bake,焼く,"(特にオーブンで)〈食物〉'を'『焼く』,焼いて料理する 
〈れんがなど〉'を'焼き固める;〈太陽が〉…'を'焦がす 
(日にあたって)〈皮膚など〉'を'焼く 
〈パンなどが〉焼ける;〈人が〉パンを焼く 
〈土地・人などが〉日に焼ける",The pottery was baked by fire.,陶器は火で焼かれた。,TSL
baker,焼く人；パン職人；小型オーブン,"『パン屋』,パン焼き職人",The house whose roof you can see is Mr Baker's.,屋根の見えている家はベーカーさんの家です。,TSL
